name,city,state,original_type,detected_type,estimated_acres,verification_priority,skip_reason,verified_acres,confidence,source,status,notes
CHRISTIAN CARE NURSING CENTER II INC,PHOENIX,AZ,Housing/Residential,housing,0.0,HIGH,,,,,,
ESTHER GITLOW TOWERS II HOUSING DEVELOPMENT FUND CORP,SUFFERN,NY,Housing/Residential,housing,0.0,MEDIUM,,,,,,
DESERT WILLOW APARTMENTS,LAKE HUGHES,CA,Housing/Residential,housing,0.0,HIGH,,,,,,
HIGHER MOUNTAIN INC,LAKEWOOD,CO,Other Nonprofit,other_nonprofit,0.0,HIGH,,,,,,
SOUTH MOUNTAIN THEATERWORKS INC,MENDHAM,NJ,Other Nonprofit,arts_culture,0.0,HIGH,,,,,,
AFFORDABLE HOUSING AMERICA INC,SMYRNA,GA,Housing/Residential,housing,0.0,HIGH,,,,,,
ST ANNES RETIREMENT COMMUNITY,DIAMOND BAR,CA,Housing/Residential,housing,0.0,HIGH,,,,,,
ELMIRAS WILDLIFE SANCTUARY INC,WIMAUMA,FL,Animal/Wildlife,other_nonprofit,0.0,HIGH,,,,,,
HEAD OVER HEELS GYMNASTICS TEAM ASSOCIATION,PARLIN,NJ,Youth Development,other_nonprofit,0.0,HIGH,,,,,,
EAST PALO ALTO BOXING CLUB,E PALO ALTO,CA,Recreation/Camp,camp_ranch,0.0,HIGH,,,,,,
SHASTA TRINITY FLY FISHERS INC,REDDING,CA,Environmental/Conservation,other_nonprofit,0.0,MEDIUM,,,,,,
KOAM EDUCATION ALLIANCE,EDEN PRAIRIE,MN,Youth Development,other_nonprofit,0.0,HIGH,,,,,,
IGLESIA MINISTERIO CRISTIANO ADULAM,GREENSBORO,NC,Religious Institution,religious,0.0,MEDIUM,,,,,,
JOYCES HAVEN INC,PHILADELPHIA,PA,Housing/Residential,housing,0.0,MEDIUM,,,,,,
DENVER EAGLES,CENTENNIAL,CO,Recreation/Camp,camp_ranch,0.0,HIGH,,,,,,
INLAND VALLEY BASEBALL ASSOCIATION,UPLAND,CA,Recreation/Camp,camp_ranch,0.0,CRITICAL,,,,,,
LUKE INC,COLLIERVILLE,TN,Housing/Residential,housing,0.0,HIGH,,,,,,
CCRC DEVELOPMENT CORPORATION,OVIEDO,FL,Housing/Residential,housing,0.0,HIGH,,,,,,
DAZE OF DCAMELOT ANIMAL SANCTUARY,MOSES LAKE,WA,Animal/Wildlife,other_nonprofit,0.0,HIGH,,,,,,
CONSERVATION RESEARCH AND EDUCATION OPPORTUNITIES,SEATTLE,WA,Educational Institution,educational,0.0,HIGH,,,,,,
ALLOWAY HOUSING DEVELOPMENT FUND CORPORATION,ROCHESTER,NY,Housing/Residential,housing,0.0,HIGH,,,,,,
INTERNATIONAL LEADERSHIP EMBASSY INC,LAGRANGE,GA,Religious Institution,religious,0.0,HIGH,,,,,,
AMERICAN FRIENDS OF AGUDATH BEIT AVRAHAM INC,BROOKLYN,NY,Religious Institution,religious,0.0,HIGH,,,,,,
UNIVERSAL LIFE THE INNER RELIGION,DEERING,NH,Religious Institution,religious,0.0,HIGH,,,,,,
R12 2 INC,KENNESAW,GA,Religious Institution,religious,0.0,MEDIUM,,,,,,
SOZO YOUTH SANCTUARY FOUNDATION,WHITEWATER,CO,Recreation/Camp,camp_ranch,0.0,HIGH,,,,,,
EASTSIDE KICKERS SOCCER CLUB INC,LYNDHURST,OH,Recreation/Camp,camp_ranch,0.0,HIGH,,,,,,
TRANSFORMATION,BOERNE,TX,Religious Institution,religious,0.0,CRITICAL,,,,,,
VALRICO RAMS YOUTH SPORTS INC,VALRICO,FL,Youth Development,other_nonprofit,0.0,HIGH,,,,,,
JOHNNIE B MOORE TOWERS II INC,SPRING VALLEY,NY,Religious Institution,religious,0.0,HIGH,,,,,,
FISHERMEN INC,VALDOSTA,GA,Religious Institution,religious,0.0,MEDIUM,,,,,,
SOUTHSIDE FAMILY CHARTER SCHOOL,MINNEAPOLIS,MN,Educational Institution,educational,0.0,HIGH,,,,,,
YOUTH N MOTION ACADEMY INCORPORATED,LOS ANGELES,CA,Youth Development,other_nonprofit,0.0,HIGH,,,,,,
NORTH CENTRAL NORTHWESTERN RELIGIOUS EDUCATION PROGRAM,WESTFIELD CTR,OH,Religious Institution,religious,0.0,HIGH,,,,,,
LA ROCA FUTBOL CLUB,OGDEN,UT,Recreation/Camp,camp_ranch,0.0,HIGH,,,,,,
OUT OF EGYPT MINISTRIES INC,GILBERTS,IL,Religious Institution,religious,0.0,CRITICAL,,,,,,
EVANGELINE BOOTH FRIENDSHIP HOUSE RESIDENCE,BROOKHAVEN,GA,Housing/Residential,housing,0.0,MEDIUM,,,,,,
CINCINNATI STEAM BASEBALL CLUB INC,CINCINNATI,OH,Recreation/Camp,camp_ranch,0.0,HIGH,,,,,,
JUST US CAR POOLING NFP,CHICAGO,IL,Youth Development,other_nonprofit,0.0,HIGH,,,,,,
BARTOSKEWITZ FARM FOUNDATION,SEGUIN,TX,Other Nonprofit,arts_culture,0.0,HIGH,,,,,,
THE ROCK OUTREACH INC,DALLAS,TX,Religious Institution,religious,0.0,HIGH,,,,,,
GSH MINISTRIES INC,MOUNT SHASTA,CA,Human Services,other_nonprofit,0.0,HIGH,,,,,,
TURNER FARM INC,CINCINNATI,OH,Educational Institution,educational,0.0,HIGH,,,,,,
CHCC CCRC,WYCKOFF,NJ,Housing/Residential,housing,0.0,MEDIUM,,,,,,
MINNESOTA GIRLS ACADEMY,BRICELYN,MN,Educational Institution,educational,0.0,HIGH,,,,,,
NCI COMMUNITY FUND INC,HOUSTON,TX,Educational Institution,educational,0.0,HIGH,,,,,,
CENTER FOR FUTURE GLOBAL LEADERS,IRVINE,CA,Educational Institution,educational,0.0,HIGH,,,,,,
DOS PUEBLOS CHARGER ASSOCIATES ATHLETIC BOOSTER CLUB,GOLETA,CA,Other Nonprofit,arts_culture,0.0,MEDIUM,,,,,,
PERFECT PEACE INC,JAFFREY,NH,Human Services,other_nonprofit,0.0,MEDIUM,,,,,,
FIRST CHOICE COMMUNITY SERVICES INC,BOWIE,MD,Housing/Residential,housing,0.0,CRITICAL,,,,,,
SOMERSET AMISH HELPING HANDS INC,MEYERSDALE,PA,Religious Institution,religious,0.0,HIGH,,,,,,
JORDANS CROSSING RESCUE MISSION INC,SOMERSET,KY,Human Services,other_nonprofit,0.0,HIGH,,,,,,
BROOK OAKS SENIOR RESIDENCES INC,COLUMBUS,OH,Housing/Residential,housing,0.0,HIGH,,,,,,
VILLAGE EAST RETIREMENT COMMUNITYINC,SAN ANGELO,TX,Housing/Residential,housing,0.0,HIGH,,,,,,
ANCHORPOINT PRISON MINISTRY,ROCK HILL,SC,Religious Institution,religious,0.0,HIGH,,,,,,
ALDERSGATE AT THE OAKS,ORANGEBURG,SC,Housing/Residential,housing,0.0,HIGH,,,,,,
THE VILLAGE INC,DECATUR,AL,Housing/Residential,housing,0.0,HIGH,,,,,,
PLACE,MINNEAPOLIS,MN,Housing/Residential,housing,0.0,HIGH,,,,,,
CAMPBELL FAMILY FOUNDATION,TIPTON,IN,Other Nonprofit,camp_ranch,0.0,MEDIUM,,,,,,
MOSAIC HOUSING CORP XIV - ROCKFORD,OMAHA,NE,Housing/Residential,housing,0.0,MEDIUM,,,,,,
MONTICELLO HOMES FOR ELDERLY INC,MORRISTOWN,TN,Housing/Residential,housing,0.0,HIGH,,,,,,
CHATHAM HOMES FOR ELDERLY INC,MORRISTOWN,TN,Housing/Residential,housing,0.0,HIGH,,,,,,
GASTON AREA LUTHERAN FOUNDATION INC,SALISBURY,NC,Housing/Residential,housing,0.0,HIGH,,,,,,
DESHA AREA DIRECTIONS INC,DUMAS,AR,Housing/Residential,housing,0.0,HIGH,,,,,,
SNHS ELDERLY HOUSING VI INC,MANCHESTER,NH,Housing/Residential,housing,0.0,HIGH,,,,,,
PRESBYTERIAN OAKS III INCORPORATED,TALLADEGA,AL,Housing/Residential,housing,0.0,HIGH,,,,,,
REJUVENATED LIFE INC,HOUSTON,TX,Housing/Residential,housing,0.0,MEDIUM,,,,,,
HAMMOND YOUTH GOLF ACADEMY INC,HAMMOND,IN,Recreation/Camp,camp_ranch,0.0,HIGH,,,,,,
MOUNTAIN VIEW PARTNERSHIP,GOFFSTOWN,NH,Educational Institution,educational,0.0,HIGH,,,,,,
EBC HOUSING III,CLEVELAND,OH,Housing/Residential,housing,0.0,HIGH,,,,,,
TWIN RIVERS COMMUNITY CORPORATION,CONCORD,NH,Housing/Residential,housing,0.0,HIGH,,,,,,
KALIMBA FOUNDATION NFP,WAUKEGAN,IL,Human Services,other_nonprofit,0.0,HIGH,,,,,,
PROJECT BEGINNINGS I INC,AKRON,OH,Housing/Residential,housing,0.0,HIGH,,,,,,
NUESTRA FORTALEZA INC,DORAL,FL,Religious Institution,religious,0.0,MEDIUM,,,,,,
ALLAPATTAH COMMUNITY HOUSING II INC,MIAMI,FL,Housing/Residential,housing,0.0,MEDIUM,,,,,,
EMERALD DIAMOND INTERNATIONAL INC,KATONAH,NY,Recreation/Camp,camp_ranch,0.0,HIGH,,,,,,
CHILDRENS CORNER OF WEST ESSEX INC,ROSELAND,NJ,Educational Institution,educational,0.0,HIGH,,,,,,
BULLDOG YOUTH ATHLETIC ASSOCIATION,CARL JUNCTION,MO,Recreation/Camp,camp_ranch,0.0,HIGH,,,,,,
SALEM YOUTH SOCCER ASSOCIATION INC,SALEM,NH,Recreation/Camp,camp_ranch,0.0,HIGH,,,,,,
ACACIA CREEK A MASONIC SENIOR LIVING COMMUNITY AT UNION CITY,SAN FRANCISCO,CA,Human Services,other_nonprofit,0.0,HIGH,,,,,,
PORTAGE HOMES FOR ELDERLY INC,MORRISTOWN,TN,Housing/Residential,housing,0.0,HIGH,,,,,,
NATIONAL INSTITUTE FOR HEALTHCAREEDUCATION & TRAINING,MANLIUS,NY,Educational Institution,educational,0.0,HIGH,,,,,,
OSSIPEE VALLEY SNOWMOBILE CLUB,WEST OSSIPEE,NH,Recreation/Camp,camp_ranch,0.0,MEDIUM,,,,,,
BARTRAM TRAIL WILDERNESS TRUST,EVANS,GA,Environmental/Conservation,other_nonprofit,0.0,HIGH,,,,,,
EXPERIENCING GOD CHRISTIANFELLOWSHIP INC,SAN DIEGO,CA,Religious Institution,religious,0.0,MEDIUM,,,,,,
ALICE PECK DAY LIFECARE CENTER INC,LEBANON,NH,Human Services,other_nonprofit,0.0,MEDIUM,,,,,,
IMPACT FAMILY CENTER,CHICAGO,IL,Youth Development,other_nonprofit,0.0,CRITICAL,,,,,,
SHOLOM ST PAUL SENIOR HOUSING INC,ST PAUL,MN,Housing/Residential,housing,0.0,HIGH,,,,,,
EPSOM ELDERLY HOUSING INC,CONCORD,NH,Housing/Residential,housing,0.0,HIGH,,,,,,
NEW HAMPSHIRE COMMUNITY ACTION ASSOCIATION INC,MANCHESTER,NH,Recreation/Camp,camp_ranch,0.0,HIGH,,,,,,
ECCO SENIOR HOUSING ASSOCIATION,SPOKANE,WA,Housing/Residential,housing,0.0,HIGH,,,,,,
SENIOR CITIZENS HOUSING DEVELOPMENT CORPORATION OF SULLIVAN COUNTY INC,KEENE,NH,Housing/Residential,housing,0.0,HIGH,,,,,,
SOLID GROUNDS MINISTRIES INC,GREENVILLE,SC,Youth Development,other_nonprofit,0.0,HIGH,,,,,,
SUMMER CAMP SCHOLARSHIPS INCOPORATION,ANN ARBOR,MI,Youth Development,camp_ranch,0.0,HIGH,,,,,,
MANTUA PRESBYTERIAN APARTMENTS INC,LAFAYETTE HL,PA,Housing/Residential,housing,0.0,HIGH,,,,,,
ENHANCED LIVING INC,BRADFORD,VT,Human Services,other_nonprofit,0.0,HIGH,,,,,,
REFORMED CHURCH OF HIGHLAND PARK AFFORDABLE HOUSING CORPORATION,HIGHLAND PARK,NJ,Human Services,other_nonprofit,0.0,MEDIUM,,,,,,
PUBLIC SAFETY MINISTRIES INC,EXCELSIOR,MN,Religious Institution,religious,0.0,HIGH,,,,,,
HOLY TRINITY APARTMENTS INC,LOUISVILLE,KY,Housing/Residential,housing,0.0,HIGH,,,,,,
EOLA HILLS CHARTER SCHOOL,AMITY,OR,Educational Institution,educational,0.0,HIGH,,,,,,
SNHS NORTH BERWICK ELDERLY HOUSING INC,MANCHESTER,NH,Housing/Residential,housing,0.0,MEDIUM,,,,,,
KAGYU MONLAM INTERNATIONAL,MOUNTAIN VIEW,CA,Religious Institution,religious,0.0,HIGH,,,,,,
COMMUNITY LAND TRUST OF PALM BEACH COUNTY,LAKE WORTH,FL,Housing/Residential,housing,0.0,HIGH,,,,,,
SAFE EVENTS FOR FAMILIES,SHAWNEE,OK,Youth Development,other_nonprofit,0.0,HIGH,,,,,,
BUDDY FISHER MINISTRIES INC,SHERWOOD,AR,Religious Institution,religious,0.0,MEDIUM,,,,,,
ROYAL OAK NON-PROFIT HOUSING CORPORATION,WARREN,MI,Housing/Residential,housing,0.0,HIGH,,,,,,
IMMANUEL HUDSON HOUSE INC,HARTFORD,CT,Housing/Residential,housing,0.0,HIGH,,,,,,
BISHOP NON-PROFIT HOUSING CORPORATION,WARREN,MI,Housing/Residential,housing,0.0,HIGH,,,,,,
MARION ATHLETIC BOOSTER CLUB,MARION,TX,Recreation/Camp,camp_ranch,0.0,HIGH,,,,,,
LIFE SKILLS CENTER OF COLUMBUSNORTH,FAIRLAWN,OH,Educational Institution,educational,0.0,HIGH,,,,,,
COMUNIDADE BRASILEIRA DA IASD INC,ORLANDO,FL,Religious Institution,religious,0.0,MEDIUM,,,,,,
SOUTHLAKE TRI-CITY RBA CORP,MERRILLVILLE,IN,Housing/Residential,housing,0.0,HIGH,,,,,,
EARLY LEARNING NEW HAMPSHIRE,CONCORD,NH,Educational Institution,educational,0.0,HIGH,,,,,,
ANGELS BASEBALL,NORRISTOWN,PA,Youth Development,other_nonprofit,0.0,CRITICAL,,,,,,
HUNTINGTON AT NASHUA,NASHUA,NH,Housing/Residential,housing,0.0,HIGH,,,,,,
ROCHELLE ROSENTHAL FORESTER ANDRANDOLPH L FORESTER FOUNDATION,BIRMINGHAM,MI,Other Nonprofit,other_nonprofit,0.0,HIGH,,,,,,
LONDONDERRY TRAILWAYS,LONDONDERRY,NH,Recreation/Camp,camp_ranch,0.0,HIGH,,,,,,
HICKERSON FOUNDATION,ORANGE,VA,Animal/Wildlife,other_nonprofit,0.0,HIGH,,,,,,
MARK SORENSEN YOUTH SAILING PROGRAMINC,KEY LARGO,FL,Recreation/Camp,camp_ranch,0.0,MEDIUM,,,,,,
HIGHBRIDGE-TPT HOUSING DEVELOPMENTFUND CORPORATION,BRONX,NY,Housing/Residential,housing,0.0,HIGH,,,,,,
PAGEDALE RHF HOUSING INC,LONG BEACH,CA,Housing/Residential,housing,0.0,HIGH,,,,,,
BEFRIENDER MINISTRY - A LISTENINGPRESENCE,BLOOMINGTON,MN,Religious Institution,religious,0.0,HIGH,,,,,,
WESLEY RYDELL HOUSING CORPORATION,ALEXANDRIA,VA,Housing/Residential,housing,0.0,MEDIUM,,,,,,
IGLESIA NUEVA GENERACION,LOS ANGELES,CA,Religious Institution,religious,0.0,HIGH,,,,,,
FAYETTE STREET PROJECT,CONCORD,NH,Housing/Residential,housing,0.0,CRITICAL,,,,,,
TIM HINES MINISTRIES INC,BEVERLY HILLS,FL,Religious Institution,religious,0.0,CRITICAL,,,,,,
ADULLAM MINISTRIES INCORPORATED,COLLEGE PARK,GA,Religious Institution,religious,0.0,HIGH,,,,,,
A KORNEGAY SENIOR HOUSES HOUSING DEVELOPMENT FUND CORPORATION,BRONX,NY,Housing/Residential,housing,0.0,MEDIUM,,,,,,
YOUNGSVILLE CHRISTIAN HOME SCHOOL,LAFAYETTE,LA,Educational Institution,educational,0.0,HIGH,,,,,,
HEAVENWORKS,GRANADA HILLS,CA,Religious Institution,religious,0.0,MEDIUM,,,,,,
WEST HOUSE INC,WILLIAMSPORT,PA,Human Services,other_nonprofit,0.0,HIGH,,,,,,
PATHFINDER MISSION,LA PORTE,TX,Religious Institution,religious,0.0,HIGH,,,,,,
SNHS ELDERLY HOUSING IV INC,MANCHESTER,NH,Housing/Residential,housing,0.0,HIGH,,,,,,
ASHFIELD ACTIVE LIVING AND WELLNESS COMMUNITIES INC,WICHITA,KS,Housing/Residential,housing,0.0,HIGH,,,,,,
DAYSPRING COMMISSION INC,UNION CITY,CA,Religious Institution,religious,0.0,MEDIUM,,,,,,
ETERNAL AWAKENINGS,GONZALES,TX,Religious Institution,religious,0.0,MEDIUM,,,,,,
ROSE HILL MANOR CORPORATION,BOSTON,MA,Housing/Residential,housing,0.0,HIGH,,,,,,
HELPING HANDS ORGANIZATION OFMARICOPA COUNTY INC,CAVE CREEK,AZ,Religious Institution,religious,0.0,HIGH,,,,,,
KIDS ENJOY EXERCISE NOW,SAN FRANCISCO,CA,Youth Development,other_nonprofit,0.0,HIGH,,,,,,
PARKVILLE ATHLETIC SOCCER CLUB,PARKVILLE,MO,Recreation/Camp,camp_ranch,0.0,MEDIUM,,,,,,
LANCASTER RHF HOUSING INC,LONG BEACH,CA,Housing/Residential,housing,0.0,HIGH,,,,,,
FILIPINO-AMERICAN BASKETBALL ASSOCIATION OF METROPOLITAN DC INC,LAS VEGAS,NV,Recreation/Camp,camp_ranch,0.0,MEDIUM,,,,,,
CHAMPIONS CROSSING CHURCH INC,GRAPEVINE,TX,Religious Institution,religious,0.0,HIGH,,,,,,
WHISPERING WINDS EQUINE RESCUE,ROBY,TX,Animal/Wildlife,other_nonprofit,0.0,HIGH,,,,,,
1850 N CROSKEY DEVELOPMENTCORPORATION,PHILADELPHIA,PA,Housing/Residential,housing,0.0,HIGH,,,,,,
BEXAR RHF HOUSING INC,LONG BEACH,CA,Housing/Residential,housing,0.0,HIGH,,,,,,
STEVE HENSHAW MINISTRY INC,EAGLE ROCK,MO,Religious Institution,religious,0.0,HIGH,,,,,,
SUMMERLIN SOUTH LITTLE LEAGUE,LAS VEGAS,NV,Youth Development,other_nonprofit,0.0,HIGH,,,,,,
AUSTIN COMMISSION ON SPORTS,AUSTIN,TX,Other Nonprofit,other_nonprofit,0.0,HIGH,,,,,,
MACEDONIAN CALL MISSIONS INC,EDINBURG,TX,Religious Institution,religious,0.0,HIGH,,,,,,
LCC RECREATION ASSOCIATION INC,KENBRIDGE,VA,Recreation/Camp,camp_ranch,0.0,HIGH,,,,,,
CAPITOL HEIGHTS PLACE II INC,BIRMINGHAM,AL,Housing/Residential,housing,0.0,HIGH,,,,,,
ALLIES HOMES 2005 INC,HAMILTON,NJ,Housing/Residential,housing,0.0,HIGH,,,,,,
ST MARYS FOUNDATION FOR FOREIGN &DOMESTIC MISSION INC,GREENWICH,NY,Other Nonprofit,other_nonprofit,0.0,HIGH,,,,,,
WESTFIELD MANOR ASSOCIATION,SAINT LOUIS,MO,Housing/Residential,housing,0.0,MEDIUM,,,,,,
COUNCIL TOWERS V HOUSINGDEVELOPMENT FUND CORPORATION,NEW YORK,NY,Housing/Residential,housing,0.0,HIGH,,,,,,
MORNING STAR COMMUNITY NFP INC,MARION,OH,Housing/Residential,housing,0.0,HIGH,,,,,,
HIDALGO COUNTY COTILLION INC,MISSION,TX,Youth Development,other_nonprofit,0.0,HIGH,,,,,,
NEW CENTURY ACADEMY,HUTCHINSON,MN,Educational Institution,educational,0.0,MEDIUM,,,,,,
SCSC INC,LAKEWOOD,NJ,Educational Institution,educational,0.0,HIGH,,,,,,
PARISH LIFE SERVICES FOUNDATION,ANN ARBOR,MI,Religious Institution,religious,0.0,HIGH,,,,,,
SHILOH UNIVERSITY,LE CLAIRE,IA,Educational Institution,educational,0.0,HIGH,,,,,,
IGLESIA DE CRISTO SAN DIEGO INC,SAN DIEGO,CA,Religious Institution,religious,0.0,HIGH,,,,,,
DANAS GARDEN APARTMENTS,SHAWNEE,OK,Housing/Residential,housing,0.0,MEDIUM,,,,,,
INDEPENDENT CHOICE NON-PROFIT HSNG,TROY,MI,Housing/Residential,housing,0.0,HIGH,,,,,,
CARTERS KIDS INC,TRAVERSE CITY,MI,Youth Development,other_nonprofit,0.0,HIGH,,,,,,
PENINSULA HOUSING DEVELOPMENT INC XVI,MIAMI,FL,Housing/Residential,housing,0.0,HIGH,,,,,,
LIBERTY PLACE APARTMENTS INC,ERIE,PA,Housing/Residential,housing,0.0,HIGH,,,,,,
HEART OF HOSPICE FOUNDATION,KLAMATH FALLS,OR,Human Services,other_nonprofit,0.0,HIGH,,,,,,
LLANGOLLEN HOPE HOUSE,WILMINGTON,DE,Housing/Residential,housing,0.0,HIGH,,,,,,
NORTH GEORGIA COMMUNITY HOUSINGDEVELOPMENT CORP,ROSWELL,GA,Housing/Residential,housing,0.0,HIGH,,,,,,
KELLOGG SKI CLUB,EVANSTON,IL,Recreation/Camp,camp_ranch,0.0,HIGH,,,,,,
MAYNARD ROAD CORPORATION,MERIDEN,CT,Housing/Residential,housing,0.0,HIGH,,,,,,
INSTITUTO BIBLICO JC INC,ELIZABETHPORT,NJ,Religious Institution,religious,0.0,HIGH,,,,,,
PRECIOUS BLESSINGS ACADEMY,RICHMOND,VA,Educational Institution,educational,0.0,HIGH,,,,,,
FORT NORFOLK RETIREMENT COMMUNITY INC,NORFOLK,VA,Human Services,other_nonprofit,0.0,HIGH,,,,,,
SNHS NORTHWOOD ELDERLY HOUSING INC,MANCHESTER,NH,Housing/Residential,housing,0.0,HIGH,,,,,,
SHU HAB HOUSING DEVELOPMENT FUND CORPORATION,NEW YORK,NY,Housing/Residential,housing,0.0,HIGH,,,,,,
NO-CHARGE CARDS,NASSAU,NY,Youth Development,other_nonprofit,0.0,HIGH,,,,,,
BABA NEEM KAROLI SATSANG,PARMA,OH,Religious Institution,religious,0.0,HIGH,,,,,,
NEWBRIDGE HOUSING I INC,POMPTON PLAINS,NJ,Housing/Residential,housing,0.0,HIGH,,,,,,
DRACHMA HOUSING INC,BERKELEY,CA,Housing/Residential,housing,0.0,HIGH,,,,,,
GRAYCIE CAMPBELL SMITH VETERINARY TR,HERMITAGE,PA,Educational Institution,camp_ranch,0.0,MEDIUM,,,,,,
DISCIPLING MEN INC,GERMANTOWN,TN,Religious Institution,religious,0.0,HIGH,,,,,,
DULANEY STATION COMMUNITY HOUSING DEVELOPMENT ORGANIZATION INC,BALTIMORE,MD,Housing/Residential,housing,0.0,HIGH,,,,,,
EARTH STEWARDSHIP FOUNDATION,SPRINGVILLE,UT,Environmental/Conservation,other_nonprofit,0.0,MEDIUM,,,,,,
LUCILLE MCCAMPBELL CHARITABLE TRUST 8800930,KNOXVILLE,TN,Other Nonprofit,camp_ranch,0.0,HIGH,,,,,,
SOCCER CLUB OF LOS GATOS,SAN JOSE,CA,Recreation/Camp,camp_ranch,0.0,HIGH,,,,,,
SUTTON SENIOR ANNEX INC,CLACKAMAS,OR,Housing/Residential,housing,0.0,HIGH,,,,,,
SULLIVAN SENIOR HOUSING INC,CLACKAMAS,OR,Housing/Residential,housing,0.0,HIGH,,,,,,
J W LEVERGOOD TRUST FBO COCHRANCHURCH,PITTSBURGH,PA,Other Nonprofit,camp_ranch,0.0,HIGH,,,,,,
VIP RJP HOUSING DEVELOPMENT FUND CORPORATION,BRONX,NY,Housing/Residential,housing,0.0,HIGH,,,,,,
OUABACHE VILLAGE INC,FORT WAYNE,IN,Housing/Residential,housing,0.0,HIGH,,,,,,
DENEKI HOUSE INC,WASILLA,AK,Housing/Residential,housing,0.0,CRITICAL,,,,,,
FREEDOM CHRISTIAN FELLOWSHIP INC,PEYTON,CO,Religious Institution,religious,0.0,CRITICAL,,,,,,
LAS VEGAS SOCCER LEAGUE,LAS VEGAS,NV,Recreation/Camp,camp_ranch,0.0,HIGH,,,,,,
TARRANT COUNTY SENIOR LIVING CENTER INC,DALLAS,TX,Housing/Residential,housing,0.0,MEDIUM,,,,,,
BAPTIST RETIREMENT VILLAGE II,GADSDEN,AL,Housing/Residential,housing,0.0,HIGH,,,,,,
BOUNTIFUL EQUINE RESCUE RANCH INC,W BOUNTIFUL,UT,Animal/Wildlife,camp_ranch,0.0,HIGH,,,,,,
MANIFESTING THEKINGDOM MINISTRIES,DAWSON,GA,Religious Institution,religious,0.0,HIGH,,,,,,
MINISTERIO JESUCRISTO VIVE JESUSCHRIST LIVE MINISTRY INC,SMITHTOWN,NY,Religious Institution,religious,0.0,HIGH,,,,,,
JAKIN GROUP INC,WOOSTER,OH,Religious Institution,religious,0.0,HIGH,,,,,,
TRANSWORLD MINISTRIES INC,FAIRFIELD,OH,Religious Institution,religious,0.0,HIGH,,,,,,
A HEART SET FREE MINISTRIES,MT JULIET,TN,Religious Institution,religious,0.0,MEDIUM,,,,,,
FREESTYLE MINISTRIES,HOUSTON,TX,Religious Institution,religious,0.0,HIGH,,,,,,
ST ANDREWS ASCENSION SENIOR HOUSINGESTL INC,EAST SAINT LOIUS,IL,Housing/Residential,housing,0.0,HIGH,,,,,,
JOEL TALLEY MINISTRIES INC,GRAYSON,GA,Religious Institution,religious,0.0,HIGH,,,,,,
SIMCHA INC,PEPPER PIKE,OH,Housing/Residential,housing,0.0,MEDIUM,,,,,,
HAVERIM INC,PEPPER PIKE,OH,Housing/Residential,housing,0.0,HIGH,,,,,,
LITTLE GUYS BASEBALL CLUB,SPRINGFIELD,MO,Recreation/Camp,camp_ranch,0.0,HIGH,,,,,,
MUNDELEIN SOCCER CLUB,MUNDELEIN,IL,Recreation/Camp,camp_ranch,0.0,HIGH,,,,,,
CIYIN TEMPLE,ANCRAM,NY,Religious Institution,religious,0.0,HIGH,,,,,,
SCARC HOUSING INC,AUGUSTA,NJ,Housing/Residential,housing,0.0,HIGH,,,,,,
PILGRIM PLACE II INC,HOUSTON,TX,Housing/Residential,housing,0.0,HIGH,,,,,,
KIAMICHI PLACE SENIOR HOUSING INC,HUGO,OK,Housing/Residential,housing,0.0,HIGH,,,,,,
AZTEX HOMES FOR EDERLY INC,MORRISTOWN,TN,Housing/Residential,housing,0.0,HIGH,,,,,,
SUFFOLK STAN MUSIAL BASEBALL LEAGUE INC,SELDEN,NY,Recreation/Camp,camp_ranch,0.0,HIGH,,,,,,
LITTLE ONES CHILD DEVELOPMENT TRAINING CENTER INTERNATIONAL INC,GREENSBORO,NC,Human Services,other_nonprofit,0.0,HIGH,,,,,,
C2K MINISTRIES INC,HARTLAND,WI,Religious Institution,religious,0.0,HIGH,,,,,,
HARTSONG RANCH INC,GREENWOOD,CA,Animal/Wildlife,camp_ranch,0.0,HIGH,,,,,,
GREATER CLEVELAND ADULT BASEBALL,SOLON,OH,Recreation/Camp,camp_ranch,0.0,CRITICAL,,,,,,
LUTHERAN NONPROFIT HOUSING COPRPORATION-CALVARY,DETROIT,MI,Housing/Residential,housing,0.0,HIGH,,,,,,
PEMBROKE HOUSING FOR THE ELDERLYINC,CONCORD,NH,Housing/Residential,housing,0.0,HIGH,,,,,,
FARMWORKER ENTERPRISE FOUNDATION,CLOVIS,CA,Other Nonprofit,other_nonprofit,0.0,HIGH,,,,,,
MEDICAL MISSION INTERNATIONAL USA,SAN JOSE,CA,Religious Institution,religious,0.0,MEDIUM,,,,,,
DUQC HOUSING II NFP INC,MARION,OH,Housing/Residential,housing,0.0,HIGH,,,,,,
FMHM HOUSING CORP,NAPOLEON,OH,Housing/Residential,housing,0.0,HIGH,,,,,,
ALTERNATIVES HOMES 2005 INC,RARITAN,NJ,Human Services,other_nonprofit,0.0,HIGH,,,,,,
CITY ON THE HILL CHURCH INC,GARDENA,CA,Religious Institution,religious,0.0,HIGH,,,,,,
THE ALEXANDER FOUNDATION FORMLESS,MIAMI,FL,Religious Institution,religious,0.0,CRITICAL,,,,,,
MINNESOTA VALLEY REFUGE FRIENDS,BLOOMINGTON,MN,Environmental/Conservation,other_nonprofit,0.0,MEDIUM,,,,,,
