ein,tax_period,form_type,total_revenue,total_expenses,total_assets_end,total_liabilities_end,net_assets_end,avg_revenue_3yr,avg_expenses_3yr,num_filings_in_3yr
853815233,202312,990,274431,279406,25721,19,25702,N/A,N/A,1
853828650,202312,990,640190,661032,21498,0,21498,N/A,N/A,1
853864867,202312,990-EZ,169273,153111,21012,4009,17003,N/A,N/A,1
853899482,202312,990,303584,158919,580415,0,580415,N/A,N/A,1
853914697,202212,990,1322057,1027812,232671,141879,90792,N/A,N/A,1
853918631,202312,990,1023068,604759,3328562,1067437,2261125,1116676.67,414907.67,3
853929502,202312,990,1402862,2054508,4765360,0,4765360,N/A,N/A,1
853950356,202312,990,1346511,1482077,715926,196768,519158,N/A,N/A,1
853952123,202312,990,271218,287544,377887,1090,376797,N/A,N/A,1
853952799,202312,990,250600,212894,83730,13486,70244,N/A,N/A,1
853962300,202312,990,280944,26525,833607,89000,744607,217238.0,97494.5,2
853979419,202312,990,13226131,12174266,7084841,184229,6900612,N/A,N/A,1
854020237,202312,990,819692,858007,223592,545016,-321424,581127.0,677532.67,3
854023864,202312,990,329490,273277,63232,0,63232,227132.5,186752.5,2
854035012,202312,990,39535174,1878320,359904316,163444,359740872,N/A,N/A,1
854089386,202312,990,950009,1084017,248122,4148,243974,N/A,N/A,1
854092071,202312,990,339216,359134,2041,0,2041,213381.0,214012.5,2
854127095,202406,990,1172461,1006699,481154,3276,477878,N/A,N/A,1
854132576,202312,990,264595,193600,231142,3503,227639,N/A,N/A,1
854177201,202312,990,455808,232768,787100,4130,782970,N/A,N/A,1
854181689,202312,990-EZ,151471,108402,107577,40882,66695,N/A,N/A,1
854196684,202312,990,2380370,1469420,4768071,1347282,3420789,N/A,N/A,1
854209168,202312,990,310456,291530,91999,5105,86894,231322.33,173948.0,3
854212693,202312,990,517361,469813,594469,575000,19469,N/A,N/A,1
854232415,202312,990,299945,98773,392487,0,392487,N/A,N/A,1
854232641,202312,990,5827297,6231885,1423195,195859,1227336,N/A,N/A,1
854239939,202312,990,349671,371218,122707,60033,62674,N/A,N/A,1
854275305,202312,990,6130399,4783534,2597318,254615,2342703,N/A,N/A,1
854289871,202312,990,388027,398984,4092,0,4092,N/A,N/A,1
854322068,202312,990,294500,152810,7749,0,7749,N/A,N/A,1
854349182,202312,990,682930,572085,563043,14234,548809,N/A,N/A,1
856664787,202312,990,329935,599826,10539509,0,10539509,N/A,N/A,1
860096789,202309,990,76780634,71635313,99891443,5616762,94274681,N/A,N/A,1
860104418,202309,990,2101873,2247126,2918422,114501,2803921,N/A,N/A,1
860166564,202312,990,1239141,1359526,290962,621867,-330905,N/A,N/A,1
860186050,202306,990,39509708,44550802,59972131,40038446,19933685,N/A,N/A,1
860210715,202306,990,1442248,1423761,2268425,18179,2250246,N/A,N/A,1
860252302,202306,990,22493433,21977045,8368638,4003452,4365186,N/A,N/A,1
860268489,202312,990,8198019,7037809,14070533,11443399,2627134,N/A,N/A,1
860293585,202306,990,22479210,20145450,86333940,27775285,58558655,N/A,N/A,1
860294012,202306,990,23210142,22045883,32304403,10825154,21479249,N/A,N/A,1
860324143,202312,990,513007,182949,1866844,8,1866836,N/A,N/A,1
860335082,202312,990,2014073,4076941,2026922,0,2026922,N/A,N/A,1
860335675,202312,990,603236,604002,366671,0,366671,N/A,N/A,1
860351356,202312,990,623149,394941,1154773,1109,1153664,N/A,N/A,1
860465177,202406,990,8876470,4934500,122311875,44096964,78214911,N/A,N/A,1
860534380,202312,990,4160141,3203785,6234863,4005233,2229630,N/A,N/A,1
860560654,202407,990,485421,481343,402340,10975,391365,N/A,N/A,1
860561847,202306,990,20159372,18947538,60389456,47644049,12745407,N/A,N/A,1
860580967,202406,990,763129,728027,914139,1325,912814,N/A,N/A,1
860618301,202307,990,3158130,3148895,3381737,1223124,2158613,N/A,N/A,1
860664652,202312,990,374526,536730,139029,21553,117476,N/A,N/A,1
860715202,202312,990,6125947,6203578,390851,41295,349556,N/A,N/A,1
860721211,202312,990,567446,556552,2134519,102724,2031795,N/A,N/A,1
860734774,202312,990,291789,344328,4911594,10137,4901457,N/A,N/A,1
860762260,202312,990,799760,767353,556199,1015477,-459278,N/A,N/A,1
860762666,202312,990,698049,715723,35919,0,35919,N/A,N/A,1
860799625,202312,990,1056410,1061624,1117230,27522,1089708,N/A,N/A,1
860806853,202312,990,369284,284555,775508,3662,771846,N/A,N/A,1
860809052,202312,990,17907787,17637668,8017553,1350007,6667546,N/A,N/A,1
860810200,202312,990,410681,431173,71908,4243,67665,N/A,N/A,1
860821440,202312,990,489055,563955,223683,0,223683,N/A,N/A,1
860848618,202312,990,273180,277393,86716,46,86670,N/A,N/A,1
860858772,202312,990,261962,257660,935738,333087,602651,N/A,N/A,1
860865368,202307,990,1178272,1032564,1210823,85184,1125639,N/A,N/A,1
860885862,202312,990,6095267,6234289,17057580,2390945,14666635,N/A,N/A,1
860894256,202306,990,5165683,4746588,4337336,617191,3720145,N/A,N/A,1
860905748,202312,990,357829,400576,56544,1079,55465,N/A,N/A,1
860914408,202312,990,2624323,2316846,6699181,1912346,4786835,N/A,N/A,1
860916677,202404,990,543277,539928,1062904,0,1062904,281132.25,353884.5,4
860923295,202312,990,4771051,4710281,19607283,617188,18990095,N/A,N/A,1
860974036,202312,990,414801,328690,437212,1216,435996,N/A,N/A,1
860983324,202312,990,2421858,2189054,1396562,53965,1342597,N/A,N/A,1
861003656,202312,990,1441541,1852363,1435181,4141,1431040,N/A,N/A,1
861027957,202312,990,678728,690534,304741,-12,304753,N/A,N/A,1
861037424,202312,990,413253,391585,87748,0,87748,N/A,N/A,1
861040503,202312,990,359529,153906,2069367,373,2068994,N/A,N/A,1
861040691,202312,990,1142254,1263164,1124363,99255,1025108,N/A,N/A,1
861044009,202312,990,406560,397168,249356,15784,233572,N/A,N/A,1
861044809,202312,990,730770,747227,373181,0,373181,N/A,N/A,1
861070523,202312,990,687431,657024,0,0,0,N/A,N/A,1
861122775,202312,990,311647,41982,919047,0,919047,N/A,N/A,1
861124079,202312,990,544268,485952,4770434,559025,4211409,N/A,N/A,1
861142008,202406,990,717125,674426,678199,315029,363170,707887.5,715823.0,2
861143242,202312,990,319269,102293,2602107,718,2601389,N/A,N/A,1
861148006,202312,990,260244,258269,430420,7489,422931,N/A,N/A,1
861174433,202312,990,3100288,3851937,2049340,11536,2037804,N/A,N/A,1
861201682,202312,990,297441,236448,198900,828,198072,N/A,N/A,1
861222674,202312,990,273905,363728,132018,1194,130824,N/A,N/A,1
861268351,202312,990,475674,518902,-18030,0,-18030,412410.0,473698.5,2
861274088,202306,990,127194434,113567914,61969768,25634447,36335321,N/A,N/A,1
861288629,202312,990,484021,771214,7964850,8460718,-495868,N/A,N/A,1
861290720,202312,990,601248,469908,183418,2840,180578,N/A,N/A,1
861306038,202312,990,697820,646293,378114,53789,324325,N/A,N/A,1
861318813,202312,990,244601,165649,183712,0,183712,N/A,N/A,1
861333418,202312,990,483049,269748,301100,100000,201100,N/A,N/A,1
861363551,202312,990,483080,425078,97221,0,97221,N/A,N/A,1
861437771,202312,990,293439,292047,4467,0,4467,N/A,N/A,1
861540464,202312,990,303588,303588,0,0,0,N/A,N/A,1
861549568,202406,990,258727,222335,130841,0,130841,N/A,N/A,1
861562540,202312,990,4238854,4392529,630680,0,630680,3624550.5,3859698.5,2
861602101,202407,990,266006,336389,1739795,601606,1138189,N/A,N/A,1
861606701,202312,990,461379,402281,263230,4195,259035,N/A,N/A,1
861728621,202312,990,723955,671504,202120,0,202120,N/A,N/A,1
861747533,202312,990,518652,480322,50213,0,50213,N/A,N/A,1
861754686,202312,990,379175,361368,54032,0,54032,N/A,N/A,1
861809078,202312,990,925309,226476,885018,3183,881835,N/A,N/A,1
861826148,202312,990,482057,492784,97129,0,97129,N/A,N/A,1
861828139,202312,990,324427,12960,336598,336598,0,N/A,N/A,1
861846791,202306,990,52894191,54795543,37435461,24647442,12788019,N/A,N/A,1
861907239,202312,990,751807,658172,725414,12180,713234,N/A,N/A,1
861934750,202312,990,894669,777334,0,0,0,N/A,N/A,1
861937245,202312,990,1303862,883816,430271,195,430076,N/A,N/A,1
861966692,202312,990,291116,280982,55362,16567,38795,N/A,N/A,1
862158525,202312,990,338092,352772,51643,91442,-39799,N/A,N/A,1
862162344,202312,990,1219655,274182,1967079,0,1967079,N/A,N/A,1
862199845,202312,990,332000,221274,394104,220,393884,N/A,N/A,1
862208448,202312,990,440405,434450,87421,0,87421,N/A,N/A,1
862229854,202312,990,429596,430715,20166,0,20166,394440.0,390471.0,2
862259194,202312,990,398889,206750,218606,0,218606,N/A,N/A,1
862312516,202312,990,589855,130490,523722,0,523722,N/A,N/A,1
862347728,202312,990,547142,592160,0,0,0,N/A,N/A,1
862387693,202312,990,1213296,829017,1148887,610096,538791,N/A,N/A,1
862420521,202312,990-EZ,182148,163764,103898,75957,27941,N/A,N/A,1
862425643,202312,990,1013430,880270,682753,17367,665386,N/A,N/A,1
862469732,202312,990,887816,860719,4231877,2754903,1476974,N/A,N/A,1
862476678,202312,990,487715,497919,75264,2462,72802,N/A,N/A,1
862578470,202312,990,5808605,4097992,22075268,8950405,13124863,7028990.5,2123878.5,2
862857362,202312,990,923976,890487,311289,-5757,317046,N/A,N/A,1
862858692,202312,990,706707,759734,368335,2768,365567,N/A,N/A,1
862898958,202312,990,269590,205664,64379,0,64379,219277.0,188014.5,2
862957524,202312,990,426424,429830,188120,106034,82086,N/A,N/A,1
862971291,202312,990,648649,602446,53968,0,53968,N/A,N/A,1
863003455,202312,990,562853,419204,1331052,830010,501042,N/A,N/A,1
863028176,202312,990,887562,894288,9387,0,9387,N/A,N/A,1
863041736,202312,990,944620,934159,146577,3952,142625,N/A,N/A,1
863074843,202312,990,1069404,956240,1208242,930768,277474,N/A,N/A,1
863079505,202312,990,310870,310265,33401,0,33401,N/A,N/A,1
863093688,202312,990,251405,247926,16500,0,16500,N/A,N/A,1
863109827,202312,990,854050,647329,206721,0,206721,N/A,N/A,1
863143901,202312,990,434279,433686,6309,0,6309,N/A,N/A,1
863149813,202312,990,5370792,201600,16591926,0,16591926,N/A,N/A,1
863182104,202312,990,251351,160650,103355,8102,95253,N/A,N/A,1
863228609,202312,990,313893,492915,206376,0,206376,N/A,N/A,1
863297003,202312,990,522232,462906,282066,4576,277490,N/A,N/A,1
863353047,202312,990,438484,429655,194146,145,194001,N/A,N/A,1
863378835,202312,990-EZ,165778,166070,7666,0,7666,N/A,N/A,1
863438415,202312,990,4490108,5406895,982991,0,982991,N/A,N/A,1
863469753,202307,990,2287731,2345056,53568,155682,-102114,N/A,N/A,1
863501921,202306,990,568496,575099,186864,61189,125675,N/A,N/A,1
863531786,202312,990,329887,292954,193344,1344,192000,N/A,N/A,1
863541078,202312,990,311620,273258,42551,0,42551,N/A,N/A,1
863588845,202312,990,1370760,310902,2078036,0,2078036,N/A,N/A,1
863602445,202312,990,346527,192588,229089,30418,198671,N/A,N/A,1
863614388,202312,990,506570,196721,1007118,0,1007118,N/A,N/A,1
863628263,202312,990,355743,283988,0,0,0,N/A,N/A,1
863654128,202312,990,275053,261210,232828,218985,13843,N/A,N/A,1
863669082,202312,990,640908,541338,822414,443768,378646,N/A,N/A,1
863677838,202312,990,392845,138563,490776,171757,319019,N/A,N/A,1
863745860,202312,990,1235598,1123347,239027,126776,112251,N/A,N/A,1
863753638,202312,990,454697,393670,87318,3059,84259,393097.0,365010.67,3
863786609,202312,990,212148,212017,79495,0,79495,N/A,N/A,1
863804719,202312,990,426366,316792,251103,0,251103,N/A,N/A,1
863826202,202312,990,232750,165959,240616,15102,225514,N/A,N/A,1
863826927,202312,990,856281,963904,305924,66030,239894,N/A,N/A,1
863865816,202312,990,434467,456733,32453,67054,-34601,N/A,N/A,1
863870194,202312,990,319788,335033,181137,691,180446,N/A,N/A,1
863892647,202312,990,784211,767762,29714,0,29714,N/A,N/A,1
863952608,202312,990,497475,258046,283750,0,283750,N/A,N/A,1
863991978,202312,990,501799,481942,20219,0,20219,N/A,N/A,1
866057771,202406,990,31948432,33809905,51190728,8895113,42295615,32544065.0,32292783.0,2
870491594,202306,990,648425,97227,3147186,0,3147186,N/A,N/A,1
870530600,202312,990,892973,1095707,19071560,3500,19068060,N/A,N/A,1
870643778,202303,990,7526794,7415595,13099442,2676483,10422959,N/A,N/A,1
870648665,202312,990,19448953,20418759,5953552,2490227,3463325,N/A,N/A,1
870657642,202312,990,10306732,10063364,3202458,823269,2379189,N/A,N/A,1
870683974,202312,990,395748,400970,11066,28595,-17529,N/A,N/A,1
870686898,202312,990,932602,746179,5327844,394581,4933263,N/A,N/A,1
870693606,202312,990,327186,283271,72234,0,72234,N/A,N/A,1
870698571,202312,990,919513,90155,7079591,2122115,4957476,N/A,N/A,1
870711769,202312,990,386851,238594,1457054,1318,1455736,N/A,N/A,1
870715143,202312,990,437191,595587,58769,0,58769,N/A,N/A,1
870728355,202312,990,384029,271561,602141,4076,598065,N/A,N/A,1
870734176,202312,990,316627,264087,487656,2197,485459,N/A,N/A,1
870737560,202312,990,250640,244163,47761,35248,12513,N/A,N/A,1
870738076,202305,990,817332,365683,13824062,0,13824062,N/A,N/A,1
870743282,202312,990,538121,502693,39968,39968,0,N/A,N/A,1
870744050,202312,990,578544,749146,1601220,17198,1584022,N/A,N/A,1
870758476,202306,990,2627712,3292581,6538309,346896,6191413,N/A,N/A,1
870760910,202312,990,1903270,1438214,1011302,0,1011302,1450863.0,1320942.5,2
870771098,202312,990,588971,497131,225218,12116,213102,N/A,N/A,1
870795850,202312,990,551337,404223,658979,658979,0,N/A,N/A,1
870804825,202312,990,447233,59687,2319808,777478,1542330,N/A,N/A,1
870810061,202312,990,281958,325658,421768,8065,413703,N/A,N/A,1
870813804,202312,990,1772905,1676246,274706,169611,105095,N/A,N/A,1
870840774,202312,990,722231,616475,145803,0,145803,N/A,N/A,1
870851385,202312,990,517369,1030768,19976,868732,-848756,N/A,N/A,1
870944788,202312,990,371019,33784,495592,0,495592,N/A,N/A,1
871043229,202312,990,1315153,279407,5052051,1383523,3668528,N/A,N/A,1
871062299,202312,990,354964,334036,196679,1939,194740,N/A,N/A,1
871157948,202312,990,294236,277213,78194,1318,76876,N/A,N/A,1
871210084,202312,990,595379,417209,929682,0,929682,N/A,N/A,1
871224710,202312,990,300059,273839,177099,15773,161326,N/A,N/A,1
871255372,202312,990,352770,356389,5949,36700,-30751,N/A,N/A,1
871298120,202312,990,1217611,846966,1606501,6890,1599611,N/A,N/A,1
871305438,202312,990,317385,324469,121058,0,121058,N/A,N/A,1
871308440,202312,990,613291,282230,331061,0,331061,N/A,N/A,1
871343754,202312,990,646003,27932,681623,0,681623,N/A,N/A,1
871380200,202312,990,564292,285678,584620,96,584524,N/A,N/A,1
871385476,202312,990,1937113,453129,1510720,3622,1507098,N/A,N/A,1
871461055,202312,990,860543,865471,18795,0,18795,N/A,N/A,1
871464661,202312,990,917578,530395,650374,30924,619450,N/A,N/A,1
871472665,202312,990,182328,137437,856559,0,856559,N/A,N/A,1
871538095,202312,990,474745,494621,24414,2764,21650,N/A,N/A,1
871574871,202312,990,512745,55849,468646,1,468645,N/A,N/A,1
871598389,202312,990,431014,285738,341489,0,341489,N/A,N/A,1
871599162,202312,990,416159,143573,589000,186,588814,N/A,N/A,1
871608962,202312,990,1239802,600173,808569,10377,798192,N/A,N/A,1
871627059,202306,990,3009189,1165176,20345033,5949905,14395128,N/A,N/A,1
871660455,202312,990,384607,232994,1810546,303,1810243,N/A,N/A,1
871687356,202312,990,890222,699106,1268365,713623,554742,N/A,N/A,1
871742848,202312,990,838475,841742,5236924,5265388,-28464,N/A,N/A,1
871764311,202312,990,276978,182961,0,0,0,N/A,N/A,1
871825550,202312,990,423219,31205,397655,0,397655,N/A,N/A,1
871871145,202312,990,703244,528927,496645,5104,491541,N/A,N/A,1
871872820,202312,990,1801569,40132,5559205,0,5559205,N/A,N/A,1
871873446,202312,990,460266,434955,361979,2909,359070,N/A,N/A,1
871883194,202312,990,343319,113211,255642,0,255642,N/A,N/A,1
871890552,202312,990,399641,357891,448467,0,448467,N/A,N/A,1
871892247,202312,990,1651232,1387092,416646,5905,410741,N/A,N/A,1
871904086,202312,990,801110,801845,2254,0,2254,N/A,N/A,1
871942868,202312,990,476066,348862,273909,4507,269402,413246.5,252714.5,2
871970357,202312,990,316672,327488,43272,1888,41384,N/A,N/A,1
871984386,202312,990,348309,295981,75467,0,75467,N/A,N/A,1
871992883,202407,990,267287,267287,0,0,0,203750.5,203750.5,2
871993440,202407,990,741198,782570,49748,43963,5785,707987.0,748888.0,2
872025237,202312,990,551424,544557,85310,0,85310,N/A,N/A,1
872049283,202312,990,309587,402315,152368,585,151783,N/A,N/A,1
872120729,202312,990,780137,777329,2067265,1727586,339679,N/A,N/A,1
872122707,202312,990,1151635,216308,4648248,1468155,3180093,N/A,N/A,1
872171264,202312,990,1556504,155207,0,0,0,N/A,N/A,1
872212491,202312,990,237037,167726,81563,9670,71893,N/A,N/A,1
872221721,202312,990,767795,603498,503542,0,503542,N/A,N/A,1
872273103,202312,990,591021,15240,575840,0,575840,N/A,N/A,1
872277146,202312,990,462872,459963,32542,0,32542,N/A,N/A,1
872311108,202312,990,324966,247441,901505,660000,241505,278460.0,184363.5,2
872363728,202312,990,278872,86689,222508,0,222508,190948.5,79694.5,2
872370142,202312,990,467834,432702,207685,0,207685,N/A,N/A,1
872387994,202406,990,2508748,2567732,1721256,3020607,-1299351,N/A,N/A,1
872390260,202312,990,325766,116581,931714,542949,388765,N/A,N/A,1
872444477,202308,990,733558,941835,681380,15068,666312,N/A,N/A,1
872475274,202308,990,11120174,592419,15345888,4818133,10527755,N/A,N/A,1
872484355,202312,990,308078,412389,0,0,0,N/A,N/A,1
872515015,202312,990,419633,358041,106837,295,106542,N/A,N/A,1
872632266,202312,990,1429831,1076018,444008,0,444008,N/A,N/A,1
872654750,202312,990,495681,514991,174434,0,174434,N/A,N/A,1
872656084,202312,990,405311,91580,404369,0,404369,N/A,N/A,1
872684634,202312,990,379676,366057,15755,63393,-47638,419842.5,385246.0,2
872704699,202312,990,276527,322111,74811,0,74811,N/A,N/A,1
872720875,202312,990,385437,353953,773616,0,773616,N/A,N/A,1
872722678,202312,990,468643,475610,176195,3765,172430,N/A,N/A,1
872731652,202312,990,390160,183591,328157,177,327980,N/A,N/A,1
872764529,202306,990,308215,301452,10125375,10051865,73510,N/A,N/A,1
872791902,202312,990,301252,246776,159799,0,159799,N/A,N/A,1
872837592,202312,990,380572,400828,8007,16587,-8580,N/A,N/A,1
872906477,202306,990,763837,229696,874789,0,874789,N/A,N/A,1
872915327,202312,990,959584,846463,119291,6170,113121,N/A,N/A,1
873002998,202312,990,450617,483247,83841,35991,47850,417617.5,393692.5,2
873014297,202312,990,6511035,6400511,190556,0,190556,N/A,N/A,1
873015921,202312,990,679060,904443,2386363,18808,2367555,720935.5,948052.0,2
873023877,202312,990,753604,619469,162214,18943,143271,N/A,N/A,1
873040698,202306,990,254211,37148,4055488,3600,4051888,N/A,N/A,1
873095614,202312,990,310934,212716,126345,0,126345,N/A,N/A,1
873104442,202312,990,247493,243810,55130,3515,51615,N/A,N/A,1
873106562,202312,990,270935,265486,68824,0,68824,N/A,N/A,1
873179543,202309,990,1666965,574436,1100793,13970,1086823,N/A,N/A,1
873194330,202312,990-PF,249764,888449,2907991,1,2907990,N/A,N/A,1
873229619,202312,990,391377,316721,85082,291,84791,N/A,N/A,1
873258167,202312,990,351416,97408,303914,6282,297632,N/A,N/A,1
873259719,202312,990,271121,334826,819,26415,-25596,193827.0,206625.0,2
873297460,202312,990,799655,682766,561216,1307,559909,N/A,N/A,1
873309904,202312,990,288722,326180,2411,7911,-5500,N/A,N/A,1
873317230,202312,990,446958,393762,224770,3086,221684,N/A,N/A,1
873323612,202312,990,2325794,2199066,326788,2747,324041,N/A,N/A,1
873403593,202312,990,2545972,696052,2501911,48500,2453411,N/A,N/A,1
873404278,202312,990,275301,246994,223155,0,223155,N/A,N/A,1
873413918,202312,990,312430,221114,143766,8,143758,N/A,N/A,1
873466248,202312,990-EZ,165786,144891,143788,0,143788,N/A,N/A,1
873522455,202312,990,1365797,1264996,0,0,0,N/A,N/A,1
873606527,202306,990,10176922,0,10176922,0,10176922,N/A,N/A,1
873619728,202312,990,1143483,766655,684108,267465,416643,N/A,N/A,1
873665669,202312,990,474755,348476,522742,74982,447760,N/A,N/A,1
873682487,202312,990-EZ,172086,70602,131981,8499,123482,N/A,N/A,1
873687449,202312,990,478842,55460,1124219,611144,513075,N/A,N/A,1
873688278,202312,990,313938,261939,220331,0,220331,N/A,N/A,1
873766944,202306,990,467854,1046888,9417650,0,9417650,5546253.0,599638.0,2
873836014,202312,990,969534,673752,744118,8395,735723,N/A,N/A,1
873845571,202312,990,253000,153273,380656,0,380656,N/A,N/A,1
873861915,202312,990,375373,433479,526632,2405,524227,N/A,N/A,1
873902137,202312,990,604233,4206934,5467716,0,5467716,N/A,N/A,1
873912482,202312,990,475144,71416,587897,175000,412897,N/A,N/A,1
873913474,202312,990,513477,433984,2436191,974940,1461251,N/A,N/A,1
873948958,202312,990,259383,179871,103916,1610,102306,N/A,N/A,1
873985961,202312,990,382220,338689,124270,13394,110876,N/A,N/A,1
873990405,202312,990,730720,202069,558016,0,558016,N/A,N/A,1
874002425,202312,990,545742,586876,471974,6935,465039,N/A,N/A,1
874009331,202312,990,259279,239478,43079,-94,43173,N/A,N/A,1
874022962,202312,990,708097,473503,275927,148,275779,N/A,N/A,1
874042488,202312,990,1047393,52397,1023240,1644,1021596,N/A,N/A,1
874068312,202312,990,1025000,40837,2274478,0,2274478,N/A,N/A,1
874096268,202312,990,464629,242176,233564,11111,222453,N/A,N/A,1
874107030,202312,990,380113,310267,75928,0,75928,N/A,N/A,1
874187305,202312,990,319095,311090,168496,6126,162370,N/A,N/A,1
874208182,202312,990,405585,401934,8702,0,8702,N/A,N/A,1
874334157,202312,990,981136,460085,1175078,4418,1170660,N/A,N/A,1
874347891,202312,990,302276,296105,13031,0,13031,261805.0,255289.5,2
874382294,202312,990,402873,430552,3533,0,3533,N/A,N/A,1
874414824,202312,990,307950,176872,440499,5539,434960,N/A,N/A,1
874417419,202312,990,537030,521893,13196,0,13196,N/A,N/A,1
874456080,202312,990,1045269,766553,4540800,0,4540800,N/A,N/A,1
874497567,202312,990,1033783,71712,1705919,513500,1192419,N/A,N/A,1
874527298,202309,990,23272305,25786918,53809095,58408293,-4599198,N/A,N/A,1
874560316,202312,990,321742,256916,102891,3628,99263,N/A,N/A,1
874569500,202312,990,585773,532583,94400,7172,87228,N/A,N/A,1
874584736,202312,990,404903,455684,26263,0,26263,N/A,N/A,1
874615504,202312,990,345450,330000,84819,0,84819,N/A,N/A,1
874626425,202312,990,398375,333828,69891,5797,64094,N/A,N/A,1
874638080,202312,990,390600,375473,921190,10970,910220,N/A,N/A,1
874648598,202312,990,611467,260685,635346,6747,628599,N/A,N/A,1
874653093,202312,990,553282,282847,297926,2289,295637,N/A,N/A,1
874693482,202312,990,328983,210699,453352,157352,296000,N/A,N/A,1
874705211,202312,990,723504,517177,7595545,0,7595545,N/A,N/A,1
874746765,202312,990,352735,332427,98387,1947,96440,N/A,N/A,1
874839734,202312,990,171744,189471,286325,286325,0,N/A,N/A,1
880254182,202312,990,754786,783541,1535099,85652,1449447,N/A,N/A,1
880324493,202312,990,330311,303078,3555749,0,3555749,N/A,N/A,1
880330332,202312,990,547644,563511,151992,851,151141,N/A,N/A,1
880334579,202312,990,546227,463055,3339063,881601,2457462,N/A,N/A,1
880349517,202312,990-EZ,128708,127167,39084,3531,35553,N/A,N/A,1
880349990,202312,990,534742,294952,7034995,0,7034995,N/A,N/A,1
880361380,202312,990,464772,457670,617340,0,617340,N/A,N/A,1
880389112,202312,990,272816,739310,364104,2819,361285,N/A,N/A,1
880427856,202312,990,263789,215451,221689,8691,212998,N/A,N/A,1
880435559,202306,990,107805941,99675346,361131872,237008695,124123177,N/A,N/A,1
880438406,202312,990,1572378,1490799,2224770,472939,1751831,N/A,N/A,1
880543175,202312,990,298856,252774,0,0,0,N/A,N/A,1
880604877,202312,990,458055,80168,920401,0,920401,N/A,N/A,1
880639678,202312,990,817575,66576,1832243,822,1831421,N/A,N/A,1
880646104,202312,990,278324,275609,4016,0,4016,N/A,N/A,1
880648316,202312,990,281820,178069,103751,0,103751,N/A,N/A,1
880670347,202306,990,405228,339619,101185,24742,76443,N/A,N/A,1
880699810,202312,990,286222,219539,106021,0,106021,N/A,N/A,1
880733262,202312,990,307914,257389,190402,0,190402,287122.5,191929.5,2
880774199,202212,990,308740,93643,215097,0,215097,N/A,N/A,1
880792543,202308,990,561331,673269,158008,0,158008,N/A,N/A,1
880803434,202312,990,340145,302224,64641,1335,63306,N/A,N/A,1
880847874,202312,990,856174,764550,297925,0,297925,N/A,N/A,1
880859818,202312,990,593029,516002,78102,0,78102,N/A,N/A,1
880878550,202312,990-EZ,114521,89657,48945,0,48945,N/A,N/A,1
880884533,202312,990,9064890,794576,8819854,549540,8270314,N/A,N/A,1
880962886,202312,990,260672,258640,24368,23652,716,N/A,N/A,1
881062293,202312,990,268858,265339,20910,0,20910,N/A,N/A,1
881119408,202312,990,398051,1273,1524175,0,1524175,N/A,N/A,1
881219862,202308,990,3303422,1915368,1395565,7511,1388054,N/A,N/A,1
881265897,202312,990,1419369,319063,2888910,705215,2183695,N/A,N/A,1
881275831,202312,990,685500,52892,632608,0,632608,N/A,N/A,1
881370292,202312,990,1321209,18041,2343961,1044193,1299768,N/A,N/A,1
881379044,202312,990,481755,466907,29651,0,29651,N/A,N/A,1
881388335,202312,990,275947,73402,227634,0,227634,N/A,N/A,1
881593126,202312,990,1550877,367911,1804574,130198,1674376,N/A,N/A,1
881624257,202312,990,347795,286777,88681,0,88681,N/A,N/A,1
881628973,202312,990,866758,976794,351108,0,351108,N/A,N/A,1
881735559,202312,990,176767,130499,553187,391000,162187,N/A,N/A,1
881775223,202312,990,753787,29275,1243862,409373,834489,N/A,N/A,1
881799051,202306,990,568037,533265,62276,27504,34772,N/A,N/A,1
881818827,202312,990,400017,231644,170015,0,170015,N/A,N/A,1
881911890,202306,990,1233209,1147408,1264136,729900,534236,N/A,N/A,1
881950846,202312,990,1126539,941322,220318,35001,185317,N/A,N/A,1
881988582,202312,990,1155392,661014,558295,0,558295,N/A,N/A,1
882013748,202312,990,775164,606955,874519,0,874519,N/A,N/A,1
882015155,202312,990,223241,224409,3219,0,3219,N/A,N/A,1
882020852,202312,990,999507,705185,1072526,257576,814950,N/A,N/A,1
882097088,202312,990,452287,383679,88834,4734,84100,N/A,N/A,1
882169210,202312,990,660863,736676,26941,0,26941,N/A,N/A,1
882213370,202312,990,198810,230555,150773,0,150773,762655.0,687268.5,2
882319182,202404,990,361162,385159,866196,3138,863058,N/A,N/A,1
882393286,202312,990,375516,375526,1115374,324057,791317,N/A,N/A,1
882395850,202312,990,339012,340449,96733,8158,88575,N/A,N/A,1
882396474,202312,990,5567322,4999878,2135522,1059769,1075753,3259087.5,2721211.0,2
882406096,202312,990,683224,732294,0,0,0,N/A,N/A,1
882429876,202312,990,1202823,1037916,167845,88,167757,N/A,N/A,1
882477049,202312,990,1147936,59214,1141393,1559,1139834,N/A,N/A,1
882502442,202312,990,721900,808445,26519,0,26519,N/A,N/A,1
882518752,202312,990,181771,154440,67914,2124,65790,N/A,N/A,1
882535595,202312,990,1857257,1067904,3061101,54421,3006680,N/A,N/A,1
882536520,202304,990-EZ,26900,35,36865,10000,26865,N/A,N/A,1
882592423,202312,990,368851,160695,1290657,855912,434745,N/A,N/A,1
882603657,202312,990,462040,260130,302557,836,301721,N/A,N/A,1
882646961,202312,990,482743,358850,139582,774,138808,N/A,N/A,1
